date, pm25, pm10, o3, no2, so2, co
2015/9/8, 38, 14, , 20, , 
2015/9/9, 28, 11, , 24, , 
2015/9/10, 27, 19, , 32, , 
2015/9/11, 45, 27, , 35, , 
2015/9/12, 56, 17, , 18, , 
2015/9/13, 45, 10, , 23, , 
2015/9/14, 23, 8, , 23, , 
2015/9/15, 13, 18, , 32, , 
2015/9/16, 38, 7, , 22, , 
2015/9/17, 20, 19, , 33, , 
2015/9/18, 41, 11, , 23, , 
2015/9/19, 26, 17, , 20, , 
2015/9/20, 36, 17, , 32, , 
2015/9/21, 43, 17, , 30, , 
2015/9/22, 41, 13, , 21, , 
2015/9/23, 25, 13, , 25, , 
2015/9/24, 27, 16, , 26, , 
2015/9/25, 31, 15, , 22, , 
2015/9/26, 34, 10, , 15, , 
2015/9/27, 23, 12, , 27, , 
2015/9/28, 28, 11, , 15, , 
2015/9/29, 28, 14, , 16, , 
2015/9/30, 33, 15, , 25, , 
2015/4/1, 21, 11, , 17, , 
2015/4/2, 19, 16, , 19, , 
2015/4/3, 29, 15, , 21, , 
2015/4/4, 39, 17, , 21, , 
2015/4/5, 51, 30, , 27, , 
2015/4/6, 80, 18, , 36, , 
2015/4/7, 53, 38, , 36, , 
2015/4/8, 82, 36, , 36, , 
2015/4/9, 73, 38, , 36, , 
2015/4/10, 71, 15, , 57, , 
2015/4/11, 36, 6, , 20, , 
2015/4/12, 16, 16, , 27, , 
2015/4/13, 39, 18, , 33, , 
2015/4/14, 33, 25, , 35, , 
2015/4/15, 47, 29, , 41, , 
2015/4/16, 47, 14, , 20, , 
2015/4/17, 33, 10, , 18, , 
2015/4/18, 27, 14, , 33, , 
2015/4/19, 39, 23, , 37, , 
2015/4/20, 44, 24, , 35, , 
2015/4/21, 39, 21, , 26, , 
2015/4/22, 38, 28, , 35, , 
2015/4/23, 50, 32, , 45, , 
2015/4/24, 51, 26, , 44, , 
2015/4/25, 45, 19, , 25, , 
2015/4/26, 38, 16, , 23, , 
2015/4/27, 32, 13, , 16, , 
2015/4/28, 26, 18, , 29, , 
2015/4/29, 34, 14, , 26, , 
2015/4/30, 36, 14, , 18, , 
2015/5/1, 44, 18, , 26, , 
2015/5/2, 51, 19, , 51, , 
2015/5/3, 46, 8, , 28, , 
2015/5/4, 18, 16, , 29, , 
2015/5/5, 33, 15, , 23, , 
2015/5/6, 20, 14, , 24, , 
2015/5/7, 17, 18, , 36, , 
2015/5/8, 29, 15, , 19, , 
2015/5/9, 25, 14, , 19, , 
2015/5/10, 16, 17, , 39, , 
2015/5/11, 38, 27, , 36, , 
2015/5/12, 44, 20, , 33, , 
2015/5/13, 32, 22, , 27, , 
2015/5/14, 50, 12, , 20, , 
2015/5/15, 25, 25, , 39, , 
2015/5/16, 47, 13, , 18, , 
2015/5/17, 32, 17, , 27, , 
2015/5/18, 25, 12, , 18, , 
2015/5/19, 11, 12, , 18, , 
2015/5/20, 15, 18, , 29, , 
2015/5/21, 29, 25, , 32, , 
2015/5/22, 54, 29, , 32, , 
2015/5/23, 60, 22, , 19, , 
2015/5/24, 50, 20, , 20, , 
2015/5/25, 48, 9, , 22, , 
2015/5/26, 23, 14, , 28, , 
2015/5/27, 22, 19, , 35, , 
2015/5/28, 31, 17, , 27, , 
2015/5/29, 32, 6, , 16, , 
2015/5/30, 17, 12, , 25, , 
2015/5/31, 32, 10, , 24, , 
2015/6/1, 28, 12, , 27, , 
2015/6/2, 26, 12, , 31, , 
2015/6/3, 13, 21, , 28, , 
2015/6/4, 27, 20, , 39, , 
2015/6/5, 36, 27, , 43, , 
2015/6/6, 48, 10, , 26, , 
2015/6/7, 30, 14, , 14, , 
2015/6/8, 10, 23, , 16, , 
2015/6/9, 24, 19, , 25, , 
2015/6/10, 45, 19, , 24, , 
2015/6/11, 52, 26, , 30, , 
2015/6/12, 63, 17, , 27, , 
2015/6/13, 38, 15, , 24, , 
2015/6/14, 38, 15, , 21, , 
2015/6/15, 40, 13, , 26, , 
2015/6/16, 28, 13, , 25, , 
2015/6/17, 23, 22, , 25, , 
2015/6/18, 40, 19, , 23, , 
2015/6/19, 40, 10, , 18, , 
2015/6/20, 24, 14, , 25, , 
2015/6/21, 37, 16, , 21, , 
2015/6/22, 30, 8, , 21, , 
2015/6/23, 19, 15, , 23, , 
2015/6/24, 39, 20, , 34, , 
2015/6/25, 41, 19, , 35, , 
2015/6/26, 32, 24, , 36, , 
2015/6/27, 45, 14, , 31, , 
2015/6/28, 30, 21, , 35, , 
2015/6/29, 40, 19, , 36, , 
2015/6/30, 36, 24, , 42, , 
2015/1/1, 206, 14, , 18, , 
2015/1/2, 47, 16, , 22, , 
2015/1/3, 45, 13, , 19, , 
2015/1/4, 27, 25, , 32, , 
2015/1/5, 53, 41, , 30, , 
2015/1/6, 91, 17, , 25, , 
2015/1/7, 56, 17, , 30, , 
2015/1/8, 51, 5, , 17, , 
2015/1/9, 12, 2, , 9, , 
2015/1/10, 9, 10, , 12, , 
2015/1/11, 17, 12, , 19, , 
2015/1/12, 20, 11, , 27, , 
2015/1/13, 33, 10, , 19, , 
2015/1/14, 20, 12, , 29, , 
2015/1/15, 31, 12, , 22, , 
2015/1/16, 32, 21, , 30, , 
2015/1/17, 50, 24, , 27, , 
2015/1/18, 61, 24, , 26, , 
2015/1/19, 70, 31, , 28, , 
2015/1/20, 82, 30, , 34, , 
2015/1/21, 84, 29, , 20, , 
2015/1/22, 77, 32, , 23, , 
2015/1/23, 85, 35, , 29, , 
2015/1/24, 87, 18, , 30, , 
2015/1/25, 42, 14, , 24, , 
2015/1/26, 43, 13, , 27, , 
2015/1/27, 31, 19, , 23, , 
2015/1/28, 49, 10, , 21, , 
2015/1/29, 20, 13, , 33, , 
2015/1/30, 32, 18, , 47, , 
2015/1/31, 48, 15, , 23, , 
2015/2/1, 47, 14, , 30, , 
2015/2/2, 37, 25, , 30, , 
2015/2/3, 53, 18, , 30, , 
2015/2/4, 51, 17, , 23, , 
2015/2/5, 55, 28, , 17, , 
2015/2/6, 81, 25, , 39, , 
2015/2/7, 76, 12, , 28, , 
2015/2/8, 29, 23, , 23, , 
2015/2/9, 46, 15, , 24, , 
2015/2/10, 42, 22, , 22, , 
2015/2/11, 58, 41, , 24, , 
2015/2/12, 100, 46, , 30, , 
2015/2/13, 109, 38, , 29, , 
2015/2/14, 96, 45, , 27, , 
2015/2/15, 116, 48, , 31, , 
2015/2/16, 122, 50, , 28, , 
2015/2/17, 121, 46, , 28, , 
2015/2/18, 111, 46, , 25, , 
2015/2/19, 108, 33, , 28, , 
2015/2/20, 82, 12, , 33, , 
2015/2/21, 30, 25, , 29, , 
2015/2/22, 58, 21, , 27, , 
2015/2/23, 61, 17, , 32, , 
2015/2/24, 42, 28, , 33, , 
2015/2/25, 56, 27, , 34, , 
2015/2/26, 51, 21, , 33, , 
2015/2/27, 51, 24, , 30, , 
2015/2/28, 47, 20, , 23, , 
2015/3/1, 44, 11, , 21, , 
2015/3/2, 16, 15, , 21, , 
2015/3/3, 21, 16, , 26, , 
2015/3/4, 25, 19, , 24, , 
2015/3/5, 31, 37, , 37, , 
2015/3/6, 67, 44, , 49, , 
2015/3/7, 84, 42, , 42, , 
2015/3/8, 85, 39, , 51, , 
2015/3/9, 80, 44, , 33, , 
2015/3/10, 82, 30, , 38, , 
2015/3/11, 49, 29, , 41, , 
2015/3/12, 54, 26, , 24, , 
2015/3/13, 63, 30, , 19, , 
2015/3/14, 79, 17, , 18, , 
2015/3/15, 58, 41, , 33, , 
2015/3/16, 97, 40, , 47, , 
2015/3/17, 92, 47, , 39, , 
2015/3/18, 102, 70, , 27, , 
2015/3/19, 147, 59, , 35, , 
2015/3/20, 137, 54, , 34, , 
2015/3/21, 115, 11, , 21, , 
2015/3/22, 40, 38, , 27, , 
2015/3/23, 99, 59, , 35, , 
2015/3/24, 150, 53, , 37, , 
2015/3/25, 127, 26, , 24, , 
2015/3/26, 71, 12, , 20, , 
2015/3/27, 34, 23, , 26, , 
2015/3/28, 54, 7, , 10, , 
2015/3/29, 20, 8, , 13, , 
2015/3/30, 15, 6, , 17, , 
2015/3/31, 18, 12, , 18, , 
2014/10/1, 69, 27, , 37, , 
2014/10/2, 58, 25, , 31, , 
2014/10/3, 61, 25, , 28, , 
2014/10/4, 65, 35, , 28, , 
2014/10/5, 84, 30, , 26, , 
2014/10/6, 73, 17, , 25, , 
2014/10/7, 42, 14, , 27, , 
2014/10/8, 41, 19, , 34, , 
2014/10/9, 43, 22, , 32, , 
2014/10/10, 53, 19, , 29, , 
2014/10/11, 47, 14, , 21, , 
2014/10/12, 44, 16, , 23, , 
2014/10/13, 48, 20, , 25, , 
2014/10/14, 49, 18, , 31, , 
2014/10/15, 43, 19, , 30, , 
2014/10/16, 40, 15, , 30, , 
2014/10/17, 32, 26, , 37, , 
2014/10/18, 61, 22, , 24, , 
2014/10/19, 56, 15, , 26, , 
2014/10/20, 29, 15, , 23, , 
2014/10/21, 28, 9, , 12, , 
2014/10/22, 16, 22, , 24, , 
2014/10/23, 38, 33, , 29, , 
2014/10/24, 67, 32, , 29, , 
2014/10/25, 67, 37, , 28, , 
2014/10/26, 75, 30, , 21, , 
2014/10/27, 67, 29, , 19, , 
2014/10/28, 71, 33, , 25, , 
2014/10/29, 76, 46, , 27, , 
2014/10/30, 92, 49, , 28, , 
2014/10/31, 93, 40, , 24, , 
2014/11/1, 82, 28, , 23, , 
2014/11/2, 63, 20, , 25, , 
2014/11/3, 49, 10, , 37, , 
2014/11/4, 22, 10, , 24, , 
2014/11/5, 24, 23, , 22, , 
2014/11/6, 58, 26, , 25, , 
2014/11/7, 71, 18, , 30, , 
2014/11/8, 38, 31, , 30, , 
2014/11/9, 74, 33, , 21, , 
2014/11/10, 81, 20, , 26, , 
2014/11/11, 60, 28, , 22, , 
2014/11/12, 72, 34, , 22, , 
2014/11/13, 82, 23, , 22, , 
2014/11/14, 61, 34, , 23, , 
2014/11/15, 81, 5, , 25, , 
2014/11/16, 20, 15, , 24, , 
2014/11/17, 45, 24, , 28, , 
2014/11/18, 60, 21, , 23, , 
2014/11/19, 57, 27, , 27, , 
2014/11/20, 66, 20, , 28, , 
2014/11/21, 59, 33, , 27, , 
2014/11/22, 84, 36, , 20, , 
2014/11/23, 88, 28, , 25, , 
2014/11/24, 73, 21, , 30, , 
2014/11/25, 56, 25, , 24, , 
2014/11/26, 70, 34, , 21, , 
2014/11/27, 83, 39, , 19, , 
2014/11/28, 91, 27, , 15, , 
2014/11/29, 75, 26, , 13, , 
2014/11/30, 72, 29, , 16, , 
2014/12/1, 76, 35, , 18, , 
2014/12/2, 82, 37, , 17, , 
2014/12/3, 95, 36, , 21, , 
2014/12/4, 94, 26, , 23, , 
2014/12/5, 66, 27, , 21, , 
2014/12/6, 69, 24, , 26, , 
2014/12/7, 67, 20, , 34, , 
2014/12/8, 46, 24, , 32, , 
2014/12/9, 59, 19, , 25, , 
2014/12/10, 54, 9, , 23, , 
2014/12/11, 24, 8, , 14, , 
2014/12/12, 15, 14, , 31, , 
2014/12/13, 38, 10, , 28, , 
2014/12/14, 32, 18, , 29, , 
2014/12/15, 46, 18, , 27, , 
2014/12/16, 43, 15, , 29, , 
2014/12/17, 37, 12, , 25, , 
2014/12/18, 32, 8, , 32, , 
2014/12/19, 17, 12, , 20, , 
2014/12/20, 20, 12, , 17, , 
2014/12/21, 21, 9, , 14, , 
2014/12/22, 20, 7, , 18, , 
2014/12/23, 20, 11, , 10, , 
2014/12/24, 32, 9, , 14, , 
2014/12/25, 22, 12, , 25, , 
2014/12/26, 30, 13, , 19, , 
2014/12/27, 40, 13, , 16, , 
2014/12/28, 50, , , , , 
2014/8/20, 19, 12, , , , 
2014/8/21, 22, 15, , , , 
2014/8/22, 33, 13, , , , 
2014/8/23, 29, 8, , , , 
2014/8/24, 21, 16, , , , 
2014/8/25, 47, 12, , , , 
2014/8/26, 35, 9, , , , 
2014/8/27, 24, 17, , , , 
2014/8/28, 40, 11, , , , 
2014/8/29, 25, 14, , , , 
2014/8/30, 27, 12, , , , 
2014/8/31, 31, 16, , , , 
2014/9/1, 44, 17, , , , 
2014/9/2, 40, 17, , 20, , 
2014/9/3, 46, 36, , 29, , 
2014/9/4, 80, 46, , 39, , 
2014/9/5, 89, 39, , 35, , 
2014/9/6, 80, 36, , 27, , 
2014/9/7, 75, 30, , 36, , 
2014/9/8, 67, 31, , 40, , 
2014/9/9, 62, 23, , 30, , 
2014/9/10, 56, 19, , 26, , 
2014/9/11, 47, 17, , 27, , 
2014/9/12, 49, 19, , 17, , 
2014/9/13, 45, 14, , 18, , 
2014/9/14, 41, 19, , 29, , 
2014/9/15, 43, 22, , 37, , 
2014/9/16, 56, 25, , 43, , 
2014/9/17, 52, 29, , 40, , 
2014/9/18, 61, 20, , 40, , 
2014/9/19, 44, 21, , 47, , 
2014/9/20, 44, 12, , 24, , 
2014/9/21, 28, 20, , 26, , 
2014/9/22, 49, 19, , 32, , 
2014/9/23, 42, 22, , 27, , 
2014/9/24, 51, 20, , 24, , 
2014/9/25, 48, 13, , 41, , 
2014/9/26, 30, 20, , 28, , 
2014/9/27, 47, 19, , 31, , 
2014/9/28, 54, 27, , 37, , 
2014/9/29, 67, 22, , 31, , 
2014/9/30, 50, 33, , 34, , 
2024/6/16, , 1, 28, 7, , 
2024/3/25, , 8, 22, 12, , 
2024/3/26, , 23, 27, 19, , 
2023/12/3, , 28, 3, 17, , 
2023/1/2, , 28, , , , 
2023/1/3, , 15, , , , 
2023/1/4, , 14, , , , 
2023/1/5, , 6, , , , 
2023/1/6, , 10, , , , 
2023/1/7, , 4, , , , 
2023/1/8, , 13, , , , 
2023/1/9, , 3, , , , 
2023/1/10, , 9, , , , 
2023/1/11, , 9, , , , 
2023/1/12, , 11, , , , 
2023/1/13, , 3, , , , 
2023/1/14, , 13, , , , 
2023/1/15, , 1, , , , 
2023/1/16, , 5, , , , 
2023/1/17, , 6, , , , 
2023/1/18, , 15, , , , 
2023/1/19, , 21, , , , 
2023/1/20, , 21, , , , 
2023/1/21, , 20, , , , 
2023/1/22, , 9, , , , 
2023/1/23, , 8, , , , 
2023/1/24, , 16, , , , 
2023/1/25, , 18, , , , 
2023/1/26, , 16, , , , 
2023/1/27, , 15, , , , 
2023/1/28, , 6, , , , 
2023/1/29, , 14, , , , 
2023/1/30, , 19, , , , 
2023/1/31, , 13, , , , 
2023/2/1, , 7, , , , 
2023/2/2, , 7, , , , 
2023/2/3, , 5, , , , 
2023/2/4, , 17, , , , 
2023/2/5, , 23, , , , 
2023/2/6, , 12, , , , 
2023/2/7, , 13, , , , 
2023/2/8, , 24, , , , 
2023/2/9, , 33, , , , 
2023/2/10, , 48, 14, 19, , 
2022/10/1, , 10, , , , 
2022/10/2, , 11, , , , 
2022/10/3, , 16, , , , 
2022/10/4, , 20, , , , 
2022/10/5, , 21, , , , 
2022/10/6, , 10, , , , 
2022/10/7, , 17, , , , 
2022/10/8, , 21, , , , 
2022/10/9, , 16, , , , 
2022/10/10, , 17, , , , 
2022/10/11, , 18, , , , 
2022/10/12, , 20, , , , 
2022/10/13, , 36, , , , 
2022/10/14, , 25, , , , 
2022/10/15, , 6, , , , 
2022/10/16, , 5, , , , 
2022/10/17, , 22, , , , 
2022/10/18, , 17, , , , 
2022/10/19, , 26, , , , 
2022/10/20, , 19, , , , 
2022/10/21, , 27, , , , 
2022/10/22, , 7, , , , 
2022/10/23, , 25, , , , 
2022/10/24, , 23, , , , 
2022/10/25, , 15, , , , 
2022/10/26, , 20, , , , 
2022/10/27, , 31, , , , 
2022/10/28, , 37, , , , 
2022/10/29, , 43, , , , 
2022/10/31, , 52, , , , 
2022/11/1, , 40, , , , 
2022/11/2, , 15, , , , 
2022/11/3, , 25, , , , 
2022/11/4, , 14, , , , 
2022/11/5, , 14, , , , 
2022/11/6, , 19, , , , 
2022/11/7, , 11, , , , 
2022/11/8, , 21, , , , 
2022/11/9, , 21, , , , 
2022/11/10, , 15, , , , 
2022/11/11, , 23, , , , 
2022/11/12, , 18, , , , 
2022/11/13, , 18, , , , 
2022/11/14, , 29, , , , 
2022/11/15, , 20, , , , 
2022/11/16, , 16, , , , 
2022/11/17, , 13, , , , 
2022/11/18, , 13, , , , 
2022/11/19, , 11, , , , 
2022/11/20, , 21, , , , 
2022/11/21, , 7, , , , 
2022/11/22, , 12, , , , 
2022/11/23, , 10, , , , 
2022/11/24, , 15, , , , 
2022/11/25, , 28, , , , 
2022/11/26, , 19, , , , 
2022/11/27, , 22, , , , 
2022/11/28, , 16, , , , 
2022/11/29, , 27, , , , 
2022/11/30, , 34, , , , 
2022/12/1, , 23, , , , 
2022/12/2, , 23, , , , 
2022/12/3, , 14, , , , 
2022/12/4, , 18, , , , 
2022/12/5, , 18, , , , 
2022/12/6, , 9, , , , 
2022/12/7, , 13, , , , 
2022/12/8, , 14, , , , 
2022/12/9, , 22, , , , 
2022/12/10, , 16, , , , 
2022/12/11, , 32, , , , 
2022/12/12, , 32, , , , 
2022/12/13, , 29, , , , 
2022/12/14, , 20, , , , 
2022/12/15, , 33, , , , 
2022/12/16, , 29, , , , 
2022/12/17, , 35, , , , 
2022/12/18, , 38, , , , 
2022/12/19, , 39, , , , 
2022/12/20, , 51, , , , 
2022/12/21, , 45, , , , 
2022/12/22, , 7, , , , 
2022/12/23, , 12, , , , 
2022/12/24, , 13, , , , 
2022/12/25, , 20, , , , 
2022/12/26, , 12, , , , 
2022/12/27, , 8, , , , 
2022/12/28, , 14, , , , 
2022/12/29, , 5, , , , 
2022/12/30, , 11, , , , 
2022/12/31, , 76, , , , 
2023/1/1, , 206, , , , 
2022/7/1, , 10, , , , 
2022/7/2, , 9, , , , 
2022/7/3, , 10, , , , 
2022/7/4, , 8, , , , 
2022/7/5, , 10, , , , 
2022/7/6, , 13, , , , 
2022/7/7, , 13, , , , 
2022/7/8, , 13, , , , 
2022/7/9, , 14, , , , 
2022/7/10, , 12, , , , 
2022/7/11, , 10, , , , 
2022/7/12, , 10, , , , 
2022/7/13, , 12, , , , 
2022/7/14, , 15, , , , 
2022/7/15, , 17, , , , 
2022/7/16, , 12, , , , 
2022/7/17, , 10, , , , 
2022/7/18, , 11, , , , 
2022/7/19, , 19, , , , 
2022/7/20, , 24, , , , 
2022/7/21, , 30, , , , 
2022/7/22, , 15, , , , 
2022/7/23, , 15, , , , 
2022/7/24, , 12, , , , 
2022/7/25, , 23, , , , 
2022/7/26, , 13, , , , 
2022/7/27, , 12, , , , 
2022/7/28, , 11, , , , 
2022/7/29, , 18, , , , 
2022/7/30, , 23, , , , 
2022/7/31, , 14, , , , 
2022/8/1, , 11, , , , 
2022/8/2, , 13, , , , 
2022/8/3, , 15, , , , 
2022/8/4, , 19, , , , 
2022/8/5, , 20, , , , 
2022/8/6, , 9, , , , 
2022/8/7, , 7, , , , 
2022/8/8, , 10, , , , 
2022/8/9, , 16, , , , 
2022/8/10, , 17, , , , 
2022/8/11, , 20, , , , 
2022/8/12, , 19, , , , 
2022/8/13, , 16, , , , 
2022/8/14, , 22, , , , 
2022/8/15, , 18, , , , 
2022/8/16, , 15, , , , 
2022/8/17, , 21, , , , 
2022/8/18, , 25, , , , 
2022/8/19, , 21, , , , 
2022/8/20, , 11, , , , 
2022/8/21, , 15, , , , 
2022/8/22, , 14, , , , 
2022/8/23, , 18, , , , 
2022/8/24, , 21, , , , 
2022/8/25, , 21, , , , 
2022/8/26, , 27, , , , 
2022/8/27, , 21, , , , 
2022/8/28, , 8, , , , 
2022/8/29, , 6, , , , 
2022/8/30, , 16, , , , 
2022/8/31, , 21, , , , 
2022/9/1, , 11, , , , 
2022/9/2, , 12, , , , 
2022/9/3, , 14, , , , 
2022/9/4, , 13, , , , 
2022/9/5, , 12, , , , 
2022/9/6, , 17, , , , 
2022/9/7, , 17, , , , 
2022/9/8, , 13, , , , 
2022/9/9, , 10, , , , 
2022/9/10, , 11, , , , 
2022/9/11, , 13, , , , 
2022/9/12, , 16, , , , 
2022/9/13, , 18, , , , 
2022/9/14, , 18, , , , 
2022/9/15, , 12, , , , 
2022/9/16, , 10, , , , 
2022/9/17, , 9, , , , 
2022/9/18, , 6, , , , 
2022/9/19, , 8, , , , 
2022/9/20, , 9, , , , 
2022/9/21, , 8, , , , 
2022/9/22, , 10, , , , 
2022/9/23, , 15, , , , 
2022/9/24, , 23, , , , 
2022/9/25, , 20, , , , 
2022/9/26, , 11, , , , 
2022/9/27, , 4, , , , 
2022/9/28, , 6, , , , 
2022/9/29, , 19, , , , 
2022/9/30, , 14, , , , 
2022/4/1, , 13, , , , 
2022/4/2, , 9, , , , 
2022/4/3, , 8, , , , 
2022/4/4, , 17, , , , 
2022/4/5, , 11, , , , 
2022/4/6, , 9, , , , 
2022/4/7, , 4, , , , 
2022/4/8, , 9, , , , 
2022/4/9, , 8, , , , 
2022/4/10, , 7, , , , 
2022/4/11, , 12, , , , 
2022/4/12, , 11, , , , 
2022/4/13, , 14, , , , 
2022/4/14, , 29, , , , 
2022/4/15, , 17, , , , 
2022/4/16, , 6, , , , 
2022/4/17, , 4, , , , 
2022/4/18, , 6, , , , 
2022/4/19, , 14, , , , 
2022/4/20, , 6, , , , 
2022/4/21, , 8, , , , 
2022/4/22, , 17, , , , 
2022/4/23, , 15, , , , 
2022/4/24, , 13, , , , 
2022/4/25, , 23, , , , 
2022/4/26, , 12, , , , 
2022/4/27, , 14, , , , 
2022/4/28, , 20, , , , 
2022/4/29, , 23, , , , 
2022/4/30, , 26, , , , 
2022/5/1, , 13, , , , 
2022/5/2, , 18, , , , 
2022/5/3, , 23, , , , 
2022/5/4, , 23, , , , 
2022/5/5, , 23, , , , 
2022/5/6, , 18, , , , 
2022/5/7, , 16, , , , 
2022/5/8, , 20, , , , 
2022/5/9, , 19, , , , 
2022/5/10, , 25, , , , 
2022/5/11, , 22, , , , 
2022/5/12, , 10, , , , 
2022/5/13, , 11, , , , 
2022/5/14, , 14, , , , 
2022/5/15, , 18, , , , 
2022/5/16, , 18, , , , 
2022/5/17, , 23, , , , 
2022/5/18, , 14, , , , 
2022/5/19, , 13, , , , 
2022/5/20, , 31, , , , 
2022/5/21, , 11, , , , 
2022/5/22, , 12, , , , 
2022/5/23, , 12, , , , 
2022/5/24, , 13, , , , 
2022/5/25, , 8, , , , 
2022/5/26, , 6, , , , 
2022/5/27, , 10, , , , 
2022/5/28, , 12, , , , 
2022/5/29, , 10, , , , 
2022/5/30, , 10, , , , 
2022/5/31, , 9, , , , 
2022/6/1, , 12, , , , 
2022/6/2, , 12, , , , 
2022/6/3, , 8, , , , 
2022/6/4, , 25, , , , 
2022/6/5, , 19, , , , 
2022/6/6, , 9, , , , 
2022/6/7, , 5, , , , 
2022/6/8, , 9, , , , 
2022/6/9, , 12, , , , 
2022/6/10, , 11, , , , 
2022/6/11, , 14, , , , 
2022/6/12, , 9, , , , 
2022/6/13, , 11, , , , 
2022/6/14, , 15, , , , 
2022/6/15, , 14, , , , 
2022/6/16, , 18, , , , 
2022/6/17, , 9, , , , 
2022/6/18, , 15, , , , 
2022/6/19, , 41, , , , 
2022/6/20, , 26, , , , 
2022/6/21, , 19, , , , 
2022/6/22, , 12, , , , 
2022/6/23, , 34, , , , 
2022/6/24, , 10, , , , 
2022/6/25, , 12, , , , 
2022/6/26, , 7, , , , 
2022/6/27, , 11, , , , 
2022/6/28, , 10, , , , 
2022/6/29, , 6, , , , 
2022/6/30, , 24, , , , 
2022/1/7, , 16, , , , 
2022/1/8, , 8, , , , 
2022/1/9, , 5, , , , 
2022/1/10, , 18, , , , 
2022/1/11, , 23, , , , 
2022/1/12, , 16, , , , 
2022/1/13, , 24, , , , 
2022/1/14, , 21, , , , 
2022/1/15, , 20, , , , 
2022/1/16, , 17, , , , 
2022/1/17, , 12, , , , 
2022/1/18, , 16, , , , 
2022/1/19, , 13, , , , 
2022/1/20, , 10, , , , 
2022/1/21, , 16, , , , 
2022/1/22, , 9, , , , 
2022/1/23, , 22, , , , 
2022/1/24, , 6, , , , 
2022/1/25, , 27, , , , 
2022/1/26, , 24, , , , 
2022/1/27, , 23, , , , 
2022/1/28, , 9, , , , 
2022/1/29, , 16, , , , 
2022/1/30, , 11, , , , 
2022/1/31, , 18, , , , 
2022/2/1, , 10, , , , 
2022/2/2, , 14, , , , 
2022/2/3, , 24, , , , 
2022/2/4, , 9, , , , 
2022/2/5, , 8, , , , 
2022/2/6, , 9, , , , 
2022/2/7, , 8, , , , 
2022/2/8, , 14, , , , 
2022/2/9, , 10, , , , 
2022/2/10, , 23, , , , 
2022/2/11, , 12, , , , 
2022/2/12, , 25, , , , 
2022/2/13, , 35, , , , 
2022/2/14, , 23, , , , 
2022/2/15, , 11, , , , 
2022/2/16, , 5, , , , 
2022/2/17, , 11, , , , 
2022/2/18, , 16, , , , 
2022/2/19, , 10, , , , 
2022/2/20, , 7, , , , 
2022/2/21, , 6, , , , 
2022/2/22, , 14, , , , 
2022/2/23, , 12, , , , 
2022/2/24, , 22, , , , 
2022/2/25, , 8, , , , 
2022/2/26, , 17, , , , 
2022/2/27, , 18, , , , 
2022/2/28, , 15, , , , 
2022/3/1, , 26, , , , 
2022/3/2, , 21, , , , 
2022/3/3, , 31, , , , 
2022/3/4, , 33, , , , 
2022/3/5, , 28, , , , 
2022/3/6, , 13, , , , 
2022/3/7, , 16, , , , 
2022/3/8, , 19, , , , 
2022/3/9, , 24, , , , 
2022/3/10, , 37, , , , 
2022/3/11, , 23, , , , 
2022/3/12, , 19, , , , 
2022/3/13, , 25, , , , 
2022/3/14, , 20, , , , 
2022/3/15, , 24, , , , 
2022/3/16, , 27, , , , 
2022/3/17, , 28, , , , 
2022/3/18, , 10, , , , 
2022/3/19, , 8, , , , 
2022/3/20, , 30, , , , 
2022/3/21, , 28, , , , 
2022/3/22, , 34, , , , 
2022/3/23, , 39, , , , 
2022/3/24, , 45, , , , 
2022/3/25, , 49, , , , 
2022/3/26, , 38, , , , 
2022/3/27, , 28, , , , 
2022/3/28, , 23, , , , 
2022/3/29, , 37, , , , 
2022/3/30, , 26, , , , 
2022/3/31, , 19, , , , 
2021/10/1, , 14, , , , 
2021/10/2, , 13, , , , 
2021/10/3, , 12, , , , 
2021/10/4, , 7, , , , 
2021/10/5, , 12, , , , 
2021/10/6, , 6, , , , 
2021/10/7, , 10, , , , 
2021/10/8, , 14, , , , 
2021/10/9, , 31, , , , 
2021/10/10, , 22, , , , 
2021/10/11, , 31, , , , 
2021/10/12, , 11, , , , 
2021/10/13, , 12, , , , 
2021/10/14, , 10, , , , 
2021/10/15, , 16, , , , 
2021/10/16, , 15, , , , 
2021/10/17, , 16, , , , 
2021/10/18, , 31, , , , 
2021/10/19, , 27, , , , 
2021/10/20, , 28, , , , 
2021/10/21, , 6, , , , 
2021/10/22, , 14, , , , 
2021/10/23, , 11, , , , 
2021/10/24, , 21, , , , 
2021/10/25, , 24, , , , 
2021/10/27, , 21, , , , 
2021/10/28, , 30, , , , 
2021/10/29, , 37, , , , 
2021/10/30, , 30, , , , 
2021/10/31, , 21, , , , 
2021/11/1, , 8, , , , 
2021/11/2, , 16, , , , 
2021/11/3, , 11, , , , 
2021/11/4, , 15, , , , 
2021/11/5, , 13, , , , 
2021/11/6, , 23, , , , 
2021/11/7, , 19, , , , 
2021/11/8, , 15, , , , 
2021/11/9, , 26, , , , 
2021/11/10, , 26, , , , 
2021/11/11, , 38, , , , 
2021/11/12, , 25, , , , 
2021/11/13, , 20, , , , 
2021/11/14, , 20, , , , 
2021/11/15, , 14, , , , 
2021/11/16, , 24, , , , 
2021/11/17, , 9, , , , 
2021/11/18, , 20, , , , 
2021/11/19, , 16, , , , 
2021/11/20, , 25, , , , 
2021/11/21, , 18, , , , 
2021/11/22, , 9, , , , 
